OID	pop	PointX	PointY	fcadidature	fcost	fcapacity
1248	544	19695998.83	3855113.523	0	0	0
1249	435	19696568.87	3855043.409	0	0	0
1250	580	19695476.31	3855001.309	0	0	0
1251	250	19696124.15	3853611.698	0	0	0
1252	435	19696134.45	3854290.669	0	0	0
1253	447	19694869.3	3853932.292	0	0	0
1254	640	19696840.79	3857054.134	0	0	0
1255	512	19696924.32	3856746.93	0	0	0
1256	726	19694643.48	3856263.515	0	0	0
1257	580	19694971.41	3855500.151	0	0	0
1258	512	19696582.53	3857179.204	0	0	0
1259	468	19695592.03	3856877.297	0	0	0
1260	560	19693832.33	3855863.071	0	0	0
1261	446	19693010.91	3855565.306	0	0	0
1262	377	19692025.2	3855596.109	0	0	0
1263	750	19690238.6	3855678.251	0	0	0
1264	301	19691642.69	3855503.755	0	0	0
1265	787	19689037.27	3855390.753	0	0	0
1266	629	19689158.31	3855421.124	0	0	0
1267	629	19689637.42	3855598.76	0	0	0
1268	758	19687436.47	3856024.078	0	0	0
1269	242	19687145.7	3855760.242	0	0	0
1270	607	19687645.34	3856239.51	0	0	0
1271	242	19687486.38	3855839.366	0	0	0
1272	242	19687485.48	3855650.281	0	0	0
1273	242	19687072.62	3855566.171	0	0	0
1274	359	19685468.93	3855755.627	0	0	0
1275	650	19683496.01	3855427.562	0	0	0
